id,text,type,option
fractured.stat_3550168289,Area is inhabited by # additional Rogue Exile,fractured,
fractured.stat_3561450806,Area has increased monster variety,fractured,
fractured.stat_1913583994,#% increased Monster Attack Speed,fractured,
fractured.stat_1041951480,Monsters cannot be Stunned,fractured,
fractured.stat_3023957681,#% chance to gain Onslaught for 4 seconds on Kill,fractured,
fractured.stat_124877078,Unique Boss deals #% increased Damage,fractured,
fractured.stat_1959158336,Unique Boss has #% increased Life,fractured,
fractured.stat_1497673356,Monsters deal #% extra Physical Damage as Fire,fractured,
fractured.stat_2109106920,Unique Boss has #% increased Attack and Cast Speed,fractured,
fractured.stat_3146788701,# to # Added Fire Damage with Mace or Sceptre Attacks,fractured,
fractured.stat_1309819744,Monsters fire # additional Projectiles,fractured,
fractured.stat_2488361432,#% increased Monster Cast Speed,fractured,
fractured.stat_2464689927,# to # Added Spell Cold Damage while wielding a Two Handed Weapon,fractured,
fractured.stat_3352373076,# to # Added Spell Lightning Damage while Dual Wielding,fractured,
fractured.stat_1910361436,# to # Added Fire Damage with Dagger Attacks,fractured,
fractured.stat_662691280,# to # Added Spell Fire Damage while Dual Wielding,fractured,
fractured.stat_3999401129,#% of Cold Damage Leeched as Life,fractured,
fractured.stat_2921084940,# to # Added Spell Physical Damage while wielding a Two Handed Weapon,fractured,
fractured.stat_3350803563,Monsters Poison on Hit,fractured,
fractured.stat_2398198236,# to # Added Spell Lightning Damage while wielding a Two Handed Weapon,fractured,
fractured.stat_1004011302,#% increased Cooldown Recovery Rate,fractured,
fractured.stat_1026390635,Players cannot inflict Exposure,fractured,
fractured.stat_3873704640,#% more Magic Monsters,fractured,
fractured.stat_3212481075,# to # Added Lightning Damage with Staff Attacks,fractured,
fractured.stat_97064873,"#% chance to Freeze, Shock and Ignite during Effect",fractured,
fractured.stat_816367946,All Monster Damage from Hits always Ignites,fractured,
fractured.stat_2312652600,#% Chance to Avoid being Stunned during Effect,fractured,
fractured.stat_4283407333,# to Level of all Skill Gems,fractured,
fractured.stat_1890519597,#% increased Monster Damage,fractured,
fractured.stat_3342989455,#% of Physical Damage from Hits taken as Fire Damage,fractured,
fractured.stat_498214257,"#% chance to gain a Power, Frenzy or Endurance Charge on Kill",fractured,
fractured.stat_1261958804,# to # Added Cold Damage with Staff Attacks,fractured,
fractured.stat_3479987487,#% increased Block and Stun Recovery during Effect,fractured,
fractured.stat_3040667106,Unique Boss has #% increased Area of Effect,fractured,
fractured.stat_464535071,#% increased Trap and Mine Throwing Speed,fractured,
fractured.stat_3416853625,Monsters deal #% extra Physical Damage as Lightning,fractured,
fractured.stat_2989883253,#% chance to gain Alchemist's Genius when you use a Flask,fractured,
fractured.stat_2138205941,Monsters have #% chance to Suppress Spell Damage,fractured,
fractured.stat_839186746,+#% Monster Physical Damage Reduction,fractured,
fractured.stat_272758639,Players have #% less Armour,fractured,
fractured.stat_1000591322,Area contains many Totems,fractured,
fractured.stat_144665660,"Monsters have a #% chance to avoid Poison, Impale, and Bleeding",fractured,
fractured.stat_322206271,Monsters have #% chance to Avoid Elemental Ailments,fractured,
fractured.stat_1054098949,+#% Monster Elemental Resistances,fractured,
fractured.stat_799271621,Area contains two Unique Bosses,fractured,
fractured.stat_337935900,Monsters take #% reduced Extra Damage from Critical Strikes,fractured,
fractured.stat_365540634,+#% Monster Chaos Resistance,fractured,
fractured.stat_57326096,#% to Monster Critical Strike Multiplier,fractured,
fractured.stat_311030839,# to # Added Physical Damage with Axe Attacks,fractured,
fractured.stat_286947568,Players Prevent #% of Suppressed Spell Damage,fractured,
fractured.stat_3483999943,#% chance to Avoid being Chilled,fractured,
fractured.stat_803185500,#% increased Effect of your Marks,fractured,
fractured.stat_1865428306,# to # Added Spell Chaos Damage while Dual Wielding,fractured,
fractured.stat_2805714016,#% increased Damage with Hits against Chilled Enemies,fractured,
fractured.stat_280213220,#% chance to Taunt Enemies on Hit with Attacks,fractured,
fractured.stat_3965637181,Immunity to Bleeding and Corrupted Blood during Effect,fractured,
fractured.stat_1040189894,# to # Added Physical Damage with Sword Attacks,fractured,
fractured.stat_3319896421,Gain #% of Physical Damage as Extra Chaos Damage,fractured,
fractured.stat_558910024,Players are Cursed with Elemental Weakness,fractured,
fractured.stat_1588049749,Monsters have #% increased Accuracy Rating,fractured,
fractured.stat_2461965653,# to # Added Fire Damage with Axe Attacks,fractured,
fractured.stat_2326202293,Players are Cursed with Temporal Chains,fractured,
fractured.stat_3303015,# to # Added Physical Damage with Claw Attacks,fractured,
fractured.stat_2549889921,Players gain #% reduced Flask Charges,fractured,
fractured.stat_2764915899,Curse Enemies with Despair on Hit,fractured,
fractured.stat_1086057912,Minions deal #% increased Damage with Hits and Ailments against Abyssal Monsters,fractured,
fractured.stat_3848282610,#% of Fire Damage Leeched as Life,fractured,
fractured.stat_3796523155,#% less effect of Curses on Monsters,fractured,
fractured.stat_2753083623,Monsters have #% increased Critical Strike Chance,fractured,
fractured.stat_1519615863,#% chance to cause Bleeding on Hit,fractured,
fractured.stat_1743759111,# to # Added Spell Chaos Damage while wielding a Two Handed Weapon,fractured,
fractured.stat_2067062068,Projectiles Pierce # additional Targets,fractured,
fractured.stat_4227567885,Minions have #% increased Attack and Cast Speed if you or your Minions have Killed Recently,fractured,
fractured.stat_3571964448,#% increased Duration of Cold Ailments,fractured,
fractured.stat_1173558568,#% of Attack Damage Leeched as Life during Effect,fractured,
fractured.stat_2402136583,Gain #% of Lightning Damage as Extra Chaos Damage,fractured,
fractured.stat_133683091,# to # Added Physical Damage with Wand Attacks,fractured,
fractured.stat_3729221884,Players have #% reduced Chance to Block,fractured,
fractured.stat_1146215018,Summoned Phantasms have #% chance to refresh their Duration when they Hit a Unique Enemy,fractured,
fractured.stat_687813731,Monsters have #% chance to gain an Endurance Charge on Hit,fractured,
fractured.stat_392168009,#% to Chaos Resistance during any Flask Effect,fractured,
fractured.stat_4181072906,Players have #% less Recovery Rate of Life and Energy Shield,fractured,
fractured.stat_4103440490,Players are Cursed with Enfeeble,fractured,
fractured.stat_1541224187,Monsters have #% chance to Impale with Attacks,fractured,
fractured.stat_3882662078,# to # Added Physical Damage with Mace or Sceptre Attacks,fractured,
fractured.stat_3667574329,Players have #% more Accuracy Rating,fractured,
fractured.stat_2553656203,Monsters have a #% chance to cause Elemental Ailments on Hit,fractured,
fractured.stat_3743301799,#% increased Fire Damage taken,fractured,
fractured.stat_69898010,# to # Added Physical Damage with Staff Attacks,fractured,
fractured.stat_3222482040,"Monsters have #% chance to steal Power, Frenzy and Endurance charges on Hit",fractured,
fractured.stat_10224385,Minions have #% to all maximum Elemental Resistances,fractured,
fractured.stat_4231842891,# to # Added Lightning Damage with Claw Attacks,fractured,
fractured.stat_52953650,Grants Level # Envy Skill,fractured,
fractured.stat_2450628570,Players have #% increased effect of Non-Curse Auras from Skills,fractured,
fractured.stat_1298238534,# to # Added Physical Damage with Dagger Attacks,fractured,
fractured.stat_2461719091,Summoned Raging Spirits have #% chance to refresh their Duration when they Hit a Unique Enemy,fractured,
fractured.stat_798009319,Monsters' Action Speed cannot be modified to below base value,fractured,
fractured.stat_1599775597,Gain #% of Fire Damage as Extra Chaos Damage,fractured,
fractured.stat_3464419871,Monsters reflect #% of Physical Damage,fractured,
fractured.stat_425242359,#% of Physical Damage from Hits taken as Lightning Damage,fractured,
fractured.stat_20251177,#% chance to Avoid being Ignited during Effect,fractured,
fractured.stat_2889664727,#% chance to Avoid Lightning Damage from Hits,fractured,
fractured.stat_2764017512,Monsters reflect #% of Elemental Damage,fractured,
fractured.stat_1818773442,#% increased Damage with Hits and Ailments per Curse on Enemy,fractured,
fractured.stat_2907156609,Poisons you inflict deal Damage #% faster,fractured,
fractured.stat_1742567045,Monsters have #% chance to gain a Frenzy Charge on Hit,fractured,
fractured.stat_744082851,#% of Chaos Damage Leeched as Life,fractured,
fractured.stat_2915373966,Gain #% of Cold Damage as Extra Chaos Damage,fractured,
fractured.stat_406353061,Monsters have #% chance to gain a Power Charge on Hit,fractured,
fractured.stat_1217583941,Buffs on Players expire #% faster,fractured,
fractured.stat_3945908658,Minions have #% chance to Ignite,fractured,
fractured.stat_1172810729,#% chance to deal Double Damage,fractured,
fractured.stat_2312028586,Players have #% less Area of Effect,fractured,
fractured.stat_3376488707,#% maximum Player Resistances,fractured,
fractured.stat_962720646,Monsters have #% chance to Hinder on Hit with Spells,fractured,
fractured.stat_1629869774,Monsters have #% chance to Blind on Hit,fractured,
fractured.stat_3392890360,Damage Penetrates #% Elemental Resistances during any Flask Effect,fractured,
fractured.stat_4191067677,# to # Added Chaos Damage with Claw Attacks,fractured,
fractured.stat_3846088475,Socketed Gems deal #% more Damage over Time,fractured,
fractured.stat_80079005,#% of Lightning Damage Leeched as Life,fractured,
fractured.stat_3594640492,Regenerate #% of Energy Shield per second,fractured,
fractured.stat_4154059009,Monsters are Hexproof,fractured,
fractured.stat_125218179,# to maximum number of Spectres,fractured,
fractured.stat_1106651798,Monsters cannot be Taunted,fractured,
fractured.stat_3998967779,Minions have #% chance to cause Bleeding with Attacks,fractured,
fractured.stat_1984113628,#% increased Effect of Chill and Shock on you,fractured,
fractured.stat_1910157106,"Players cannot Regenerate Life, Mana or Energy Shield",fractured,
fractured.stat_3303114033,#% reduced Cold Damage taken,fractured,
fractured.stat_1658498488,Corrupted Blood cannot be inflicted on you,fractured,
fractured.stat_2588474575,Unique Bosses are Possessed,fractured,
fractured.stat_1276918229,#% reduced Lightning Damage taken,fractured,
fractured.stat_3743375737,#% chance to Avoid Cold Damage from Hits,fractured,
fractured.stat_346351023,Socketed Gems have #% more Attack and Cast Speed,fractured,
fractured.stat_1681904129,Socketed Gems have #% Critical Strike Chance,fractured,
fractured.stat_3119612865,Minions have #% additional Physical Damage Reduction,fractured,
fractured.stat_3691695237,# to Level of Socketed Curse Gems,fractured,
fractured.stat_724930776,Added Small Passive Skills also grant: # to Intelligence,fractured,
fractured.stat_304970526,#% increased Movement Speed during any Flask Effect,fractured,
fractured.stat_3248691197,# to # Added Chaos Damage with Dagger Attacks,fractured,
fractured.stat_3301100256,#% increased Poison Duration on you,fractured,
fractured.stat_1653010703,#% to Non-Ailment Chaos Damage over Time Multiplier,fractured,
fractured.stat_2633745731,#% increased total Recovery per second from Life Leech,fractured,
fractured.stat_2063695047,Gain #% of Non-Chaos Damage as extra Chaos Damage,fractured,
fractured.stat_3595254837,"Drops Burning Ground while moving, dealing # Fire Damage per second for # second",fractured,
fractured.stat_3819827377,Added Small Passive Skills also grant: # to Maximum Life,fractured,
fractured.stat_887556907,Chaos Damage taken does not bypass Energy Shield while not on Low Life,fractured,
fractured.stat_280731498,#% increased Area of Effect,fractured,
fractured.stat_308309328,#% chance to Recover 10% of Mana when you use a Skill,fractured,
fractured.stat_436556261,This Map's Modifiers to Quantity of Items found also apply to Rarity,fractured,
fractured.stat_3577248251,You and your Minions take #% reduced Reflected Damage,fractured,
fractured.stat_1411310186,Added Small Passive Skills also grant: #% increased Attack Speed,fractured,
fractured.stat_1840747977,Monsters deal #% extra Physical Damage as Chaos,fractured,
fractured.stat_3258414199,Added Small Passive Skills also grant: # to Strength,fractured,
fractured.stat_2090413987,Added Small Passive Skills also grant: # to Dexterity,fractured,
fractured.stat_3642618258,#% chance to Avoid being Shocked during Effect,fractured,
fractured.stat_2228892313,#% chance to Crush on Hit,fractured,
fractured.stat_128585622,Minions are Aggressive,fractured,
